movie,desc,rating,genres,casts,season,name,episode_link,movie_image-src,mp4_link-href,3gp_link-href
The Flash,The adventures of scientist Barry Allen who is a superhero with incredible speed.,4.86,null,"Grant Gustin, Candice Patton, Rick Cosnett",Season 01,The Flash,Episode 14,http://o2tvseries.com/res/tv_serials/117.jpg,http://o2tvseries.com/download/14550,http://o2tvseries.com/The-Flash-3/Season-01/Episode-14/index.html#
2 Broke Girls,Two young women waitressing at a greasy spoon diner strike up an unlikely friendship in the hopes of launching a successful business - if only they can raise the cash.,4.81,null,"Kat Dennings, Beth Behrs, Garrett Morris",Season 03,2 Broke Girls,Episode 23,http://o2tvseries.com/res/tv_serials/56.jpg,http://o2tvseries.com/download/12192,http://o2tvseries.com/2-Broke-Girls-1/Season-03/Episode-23/index.html#
White Collar,"The unlikely partnership between charming con artist Neal Caffrey and straightman FBI agent Peter Burke. Caffrey provides his expertise to help Burke catch other elusive criminals in exchange for his freedom, and together they prove that to solve the hardest crimes, you must hire the smartest criminal.",4.8,null,"Matt Bomer, Tim DeKay, Willie Garson",Season 04,White Collar,Episode 12,http://o2tvseries.com/res/tv_serials/45.jpg,http://o2tvseries.com/download/9522,http://o2tvseries.com/White-Collar/Season-04/Episode-12/index.html#
Youre the Worst,"Centers on two toxic, self-destructive people who fall in love and attempt a relationship.",4.8,null,"Chris Geere, Aya Cash, Desmin Borges",Season 02,Youre the Worst,Episode 07,http://o2tvseries.com/res/tv_serials/104.jpg,http://o2tvseries.com/download/16666,http://o2tvseries.com/Youre-the-Worst-1/Season-02/Episode-07/index.html#
The Magicians,A smart young man attends a college of magic in New York.,4.82,null,"Jade Tailor, Jason Ralph, Olivia Taylor Dudley",Season 01,The Magicians,Episode 09,http://o2tvseries.com/res/tv_serials/158.jpg,http://o2tvseries.com/download/18158,http://o2tvseries.com/The-Magicians/Season-01/Episode-09/index.html#
2 Broke Girls,Two young women waitressing at a greasy spoon diner strike up an unlikely friendship in the hopes of launching a successful business - if only they can raise the cash.,4.81,null,"Kat Dennings, Beth Behrs, Garrett Morris",Season 06,2 Broke Girls,Episode 14,http://o2tvseries.com/res/tv_serials/56.jpg,http://o2tvseries.com/download/27422,http://o2tvseries.com/download/27421
Scandal,"When you get into trouble there's only one person to call, Olivia Pope. Olivia is a professional 'fixer' who makes problems go away before anyone even knows they exist. For the moneyed, the powerful and even the President, Olivia is a legend in her field. Her spectacular success is mostly due to her unbreakable rule of always trust your gut. No matter how careful you are, when you do damage control for a living, you're bound to cause some damage to your own life. She and her crew eat, sleep, live and breathe crisis. Each week, as the team races against the clock to defuse intriguing new problems before they become full-blown disasters, they also have to deal with their own personal issues. They may call themselves 'gladiators in suits', but little by little, Olivia and her crew begin to reveal the chinks in their armor.",4.81,null,"Kerry Washington, Columbus Short, Darby Stanchfield",Season 01,Scandal,Episode 01,http://o2tvseries.com/res/tv_serials/57.jpg,http://o2tvseries.com/download/10166,http://o2tvseries.com/Scandal/Season-01/Episode-01/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 03,Supernatural,Episode 10,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2588,http://o2tvseries.com/Supernatural-2/Season-03/Episode-10/index.html#
Vikings,"Vikings follows the adventures of Ragnar Lothbrok the greatest hero of his age. The series tells the sagas of Ragnar's band of Viking brothers and his family, as he rises to become King of the Viking tribes. As well as being a fearless warrior, Ragnar embodies the Norse traditions of devotion to the gods, legend has it that he was a direct descendant of Odin, the god of war and warriors.",4.83,null,"Travis Fimmel, Katheryn Winnick, Clive Standen",Season 03,Vikings,Episode 03,http://o2tvseries.com/res/tv_serials/18.jpg,http://o2tvseries.com/download/14732,http://o2tvseries.com/Vikings-2/Season-03/Episode-03/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 04,Supernatural,Episode 16,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2632,http://o2tvseries.com/Supernatural-2/Season-04/Episode-16/index.html#
2 Broke Girls,Two young women waitressing at a greasy spoon diner strike up an unlikely friendship in the hopes of launching a successful business - if only they can raise the cash.,4.81,null,"Kat Dennings, Beth Behrs, Garrett Morris",Season 04,2 Broke Girls,Episode 17,http://o2tvseries.com/res/tv_serials/56.jpg,http://o2tvseries.com/download/15166,http://o2tvseries.com/2-Broke-Girls-1/Season-04/Episode-17/index.html#
The Flash,The adventures of scientist Barry Allen who is a superhero with incredible speed.,4.86,null,"Grant Gustin, Candice Patton, Rick Cosnett",Season 02,The Flash,Episode 16,http://o2tvseries.com/res/tv_serials/117.jpg,http://o2tvseries.com/download/18278,http://o2tvseries.com/The-Flash-3/Season-02/Episode-16/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 08,24,Episode 20,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6968,http://o2tvseries.com/24-1/Season-08/Episode-20/index.html#
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 06,24,Episode 21,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6874,http://o2tvseries.com/24-1/Season-06/Episode-21/index.html#
2 Broke Girls,Two young women waitressing at a greasy spoon diner strike up an unlikely friendship in the hopes of launching a successful business - if only they can raise the cash.,4.81,null,"Kat Dennings, Beth Behrs, Garrett Morris",Season 06,2 Broke Girls,Episode 15,http://o2tvseries.com/res/tv_serials/56.jpg,http://o2tvseries.com/download/28475,http://o2tvseries.com/download/28474
Youre the Worst,"Centers on two toxic, self-destructive people who fall in love and attempt a relationship.",4.8,null,"Chris Geere, Aya Cash, Desmin Borges",Season 03,Youre the Worst,Episode 13 - Season Finale,http://o2tvseries.com/res/tv_serials/104.jpg,http://o2tvseries.com/download/23482,http://o2tvseries.com/download/23481
24,"In this concept drama, each season takes place within one 24 hour period. Day 1: Jack Bauer is the head of field ops for an elite team of CTU agents who uncover an assassination plot targeting Presidential nominee David Palmer. Meanwhile, Jack's strained marriage to his wife, Teri, is pushed to the brink by the sudden disappearance of their troubled teenage daughter. What will the next 24 hours hold?",4.8,null,"Kiefer Sutherland, Mary Lynn Rajskub, Carlos Bernard",Season 01,24,Episode 15,http://o2tvseries.com/res/tv_serials/29.jpg,http://o2tvseries.com/download/6622,http://o2tvseries.com/24-1/Season-01/Episode-15/index.html#
Zoo,A young scientist searches to find out what's causing a rash of violent animal attacks.,4.79,null,"James Wolk, Kristen Connolly, Nonso Anozie",Season 01,Zoo,Episode 13 - Season Finale,http://o2tvseries.com/res/tv_serials/145.jpg,http://o2tvseries.com/download/16302,http://o2tvseries.com/Zoo/Season-01/Episode-13-Season-Finale/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,Horror,"Jared Padalecki, Jensen Ackles, Misha Collins",,,,http://o2tvseries.com/res/tv_serials/5.jpg,,
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 05,Supernatural,Episode 21,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2686,http://o2tvseries.com/Supernatural-2/Season-05/Episode-21/index.html#
2 Broke Girls,Two young women waitressing at a greasy spoon diner strike up an unlikely friendship in the hopes of launching a successful business - if only they can raise the cash.,4.81,null,"Kat Dennings, Beth Behrs, Garrett Morris",Season 02,2 Broke Girls,Episode 15,http://o2tvseries.com/res/tv_serials/56.jpg,http://o2tvseries.com/download/10132,http://o2tvseries.com/2-Broke-Girls-1/Season-02/Episode-15/index.html#
War and Peace,"A story that revolves around five aristocratic families, set during the reign of Alexander I, and centered on the love triangle between Natasha Rostova, Pierre Bezukhov, and Andrei Bolkonsky.",4.66,null,"Aneurin Barnard, Jessie Buckley, Paul Dano",Season 01,War and Peace,Episode 03,http://o2tvseries.com/res/tv_serials/159.jpg,http://o2tvseries.com/download/17508,http://o2tvseries.com/War-and-Peace/Season-01/Episode-03/index.html#
12 Monkeys,Follows the journey of a time traveler from the post-apocalyptic future who appears in present day on a mission to locate and eradicate the source of a deadly plague that will eventually decimate the human race.,4.8,null,"Aaron Stanford, Amanda Schull, Noah Bean",Season 02,12 Monkeys,Episode 08,http://o2tvseries.com/res/tv_serials/124.jpg,http://o2tvseries.com/download/19088,http://o2tvseries.com/12-Monkeys/Season-02/Episode-08/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 05,Supernatural,Episode 19,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2682,http://o2tvseries.com/Supernatural-2/Season-05/Episode-19/index.html#
Scandal,"When you get into trouble there's only one person to call, Olivia Pope. Olivia is a professional 'fixer' who makes problems go away before anyone even knows they exist. For the moneyed, the powerful and even the President, Olivia is a legend in her field. Her spectacular success is mostly due to her unbreakable rule of always trust your gut. No matter how careful you are, when you do damage control for a living, you're bound to cause some damage to your own life. She and her crew eat, sleep, live and breathe crisis. Each week, as the team races against the clock to defuse intriguing new problems before they become full-blown disasters, they also have to deal with their own personal issues. They may call themselves 'gladiators in suits', but little by little, Olivia and her crew begin to reveal the chinks in their armor.",4.81,null,"Kerry Washington, Columbus Short, Darby Stanchfield",Season 05,Scandal,Episode 15,http://o2tvseries.com/res/tv_serials/57.jpg,http://o2tvseries.com/download/18292,http://o2tvseries.com/Scandal/Season-05/Episode-15/index.html#
Supernatural,"Two brothers follow their father's footsteps as ""hunters"" fighting evil supernatural beings of many kinds including monsters, demons, and gods that roam the earth.",4.83,null,"Jared Padalecki, Jensen Ackles, Misha Collins",Season 02,Supernatural,Episode 18,http://o2tvseries.com/res/tv_serials/5.jpg,http://o2tvseries.com/download/2560,http://o2tvseries.com/Supernatural-2/Season-02/Episode-18/index.html#
